Language_ID	Language_Name	Language_Macroarea	Language_Family_Name	Parameters_Coded	Mean_Similarity
irar1238	Irarutu	Papunesia	Austronesian	184	66.7163712374582
iray1237	Iraya	Papunesia	Austronesian	113	66.3041680602007
iris1253	Irish	Eurasia	Indo-European	189	60.3213127090301
iron1242	Iron Ossetian	Eurasia	Indo-European	172	64.5668311036789
isco1239	Isconahua	South America	Pano-Tacanan	192	65.160614548495
isin1239	Isinai	Papunesia	Austronesian	152	67.2511120401338
isir1237	Isirawa	Papunesia	Greater Kwerba	159	64.4158361204013
isla1278	Island Carib	North America	Arawakan	85	58.9137264742785
isna1241	Isnag	Papunesia	Austronesian	163	68.6696112040134
isth1240	Isthmus-Cosoleacaque Nahuatl	North America	Uto-Aztecan	151	67.483737458194
isth1241	Isthmus-Pajapan Nahuatl	North America	Uto-Aztecan	133	67.4532316053512
isth1242	Isthmus-Mecayapan Nahuatl	North America	Uto-Aztecan	123	67.225079497908
ital1282	Italian	Eurasia	Indo-European	193	61.0905643812709
iton1250	Itonama	South America		170	63.9714464882943
itza1241	Itzá	North America	Mayan	188	62.9467140468227
iumi1238	Iu Mien	Eurasia	Hmong-Mien	165	66.438143812709
ivat1242	Itbayat	Papunesia	Austronesian	176	65.8123369565217
iwai1244	Iwaidja	Australia	Iwaidjan Proper	66	71.9846234309623
iwal1237	Iwal	Papunesia	Austronesian	134	67.0335200668896
iwam1256	Iwam	Papunesia	Sepik	105	62.1372115384615
iyoo1238	Iyo	Papunesia	Nuclear Trans New Guinea	153	67.2379264214047
jahh1242	Jah Hut	Eurasia	Austroasiatic	146	67.3752801003345
jalk1242	Jalkunan	Africa	Mande	172	66.349368729097
jama1261	Madi	South America	Arawan	170	65.4069565217391
jama1262	Jamaican Creole English	North America	Indo-European	157	68.2686622073579
jamb1236	Jambi Malay	Papunesia	Austronesian	181	68.0003135451505
jams1239	Jamsay Dogon	Africa	Dogon	169	64.728139632107
japa1238	Japanese Sign Language	Eurasia	Sign Language	10	69.3999361430396
japh1234	Japhug	Eurasia	Sino-Tibetan	185	62.1596195652174
jaqa1244	Jaqaru	South America	Aymaran	150	64.8047575250836
jara1266	Jarai	Eurasia	Austronesian	156	67.9561496655518
jaru1254	Jaru	Australia	Pama-Nyungan	61	62.9543974895398
java1254	Javanese	Papunesia	Austronesian	84	64.2802550167224
jede1239	Jedek	Eurasia	Austroasiatic	112	66.7966596989966
jeha1242	Jehai	Eurasia	Austroasiatic	162	68.662495819398
jehh1245	Jeh	Eurasia	Austroasiatic	139	68.2114799331104
jenn1240	Jennu Kurumba	Eurasia	Dravidian	150	67.4494188963211
jeru1240	Jerung	Eurasia	Sino-Tibetan	145	67.3088712374582
jiba1237	Jiba	Africa	Atlantic-Congo	120	69.9172366220736
jina1244	Jina	Africa	Afro-Asiatic	161	65.2419523411371
jita1239	Jita	Africa	Atlantic-Congo	75	64.7685576923077
jjuu1238	Jju	Africa	Atlantic-Congo	85	65.9468046842325
juan1238	Juang	Eurasia	Austroasiatic	150	63.8746613712375
juho1239	South-Eastern Ju	Africa	Kxa	57	62.6882343096234
juku1254	Jukun Takum	Africa	Atlantic-Congo	187	67.5855685618729
jurm1239	Jur Modo	Africa	Central Sudanic	159	69.3476003344482
kaba1278	Kabardian	Eurasia	Abkhaz-Adyge	174	65.49625
kaba1281	Kaba	Africa	Central Sudanic	166	68.1882399665552
kaby1243	Kabyle	Africa	Afro-Asiatic	65	61.4823369565217
kach1280	Southern Jinghpaw	Eurasia	Sino-Tibetan	172	66.5794941471572
kach1284	Kachama-Ganjule-Haro	Africa	Ta-Ne-Omotic	188	65.804983277592
kada1242	Kadar	Eurasia	Dravidian	156	68.5373536789298
kado1242	Kado	Eurasia	Sino-Tibetan	184	68.3935869565217
kafa1242	Kafa	Africa	Ta-Ne-Omotic	167	67.8867683946488
kaga1256	Kagayanen	Papunesia	Austronesian	167	66.984347826087
kagf1238	Ut-Main	Africa	Atlantic-Congo	86	56.2957274247492
kagu1239	Kagulu	Africa	Atlantic-Congo	186	67.5410075250836
kaik1246	Kaike	Eurasia	Sino-Tibetan	184	67.5971404682274
kain1272	Kaingang	South America	Nuclear-Macro-Je	31	64.8199706990373
kair1263	Kairiru	Papunesia	Austronesian	73	63.522508361204
kaki1249	Kaki Ae	Papunesia		138	65.7861329431438
kala1377	Kala Lagaw Ya	Australia	Pama-Nyungan	98	56.2898996655518
kala1384	Kalanga	Africa	Atlantic-Congo	164	66.9941262541806
kala1388	Kalagan	Papunesia	Austronesian	150	66.882508361204
kala1399	Kalaallisut	North America	Eskimo-Aleut	182	64.3693102006689
kala1400	Central Kalapuya	North America	Kalapuyan	139	68.1184573578595
kali1308	Kalispel-Pend d'Oreille	North America	Salishan	160	65.5453135451505
kalk1246	Kalkutung	Australia	Pama-Nyungan	158	65.3244230769231
kalm1243	Oirad-Kalmyk-Darkhat	Eurasia	Mongolic-Khitan	165	67.2065593645485
kalu1248	Kaluli	Papunesia	Bosavi	96	62.826889632107
kama1367	Kamasau	Papunesia	Nuclear Torricelli	94	59.7103344481605
kama1370	Kamano	Papunesia	Nuclear Trans New Guinea	116	65.9230769230769
kamb1297	Kamba (Kenya)	Africa	Atlantic-Congo	173	65.599360367893
kamb1299	Kambera	Papunesia	Austronesian	175	66.3790635451505
kamb1316	Kambaata	Africa	Afro-Asiatic	132	63.0397909698997
kamm1249	Kam	Africa	Atlantic-Congo	191	66.3909239130435
kamo1255	Kamoro	Papunesia	Nuclear Trans New Guinea	94	61.7850459866221
kamu1260	Kamula	Papunesia	Kamula-Elevala	185	68.43747909699
kana1286	Kanakanavu	Papunesia	Austronesian	147	69.0054515050167
kana1288	Kanasi	Papunesia	Dagan	92	64.812516722408
kani1286	Kanite	Papunesia	Nuclear Trans New Guinea	149	66.1656688963211
kank1243	Kankanaey	Papunesia	Austronesian	180	63.9986036789298
kaon1241	Kaonde	Africa	Atlantic-Congo	120	64.2240677257525
kapi1249	Kapingamarangi	Papunesia	Austronesian	72	62.3167934782609
kaqc1270	Kaqchikel	North America	Mayan	183	66.1117516722408
kara1476	Karadjeri	Australia	Pama-Nyungan	67	67.31121706399
kara1482	Kara (Central African Republic)	Africa	Central Sudanic	149	68.6971697324415
kara1486	Kara (Papua New Guinea)	Papunesia	Austronesian	177	65.2483026755853
kara1487	Karao	Papunesia	Austronesian	160	64.202487458194
kara1499	Kalamang	Papunesia	West Bomberai	99	71.2179180602007
kara1500	Karajá	South America	Nuclear-Macro-Je	176	64.7392642140468
karb1241	Hills Karbi	Eurasia	Sino-Tibetan	157	64.9204264214047
kare1338	Kare (Central African Republic)	Africa	Atlantic-Congo	158	69.0136872909699
kari1254	Kariri	South America		177	65.6223453177258
kari1306	Kari	Africa	Atlantic-Congo	76	63.793775083612
kari1311	Karitiâna	South America	Tupian	160	68.4751421404682
kark1258	Karkar-Yuri	Papunesia	Pauwasi	132	60.5799289297659
karn1252	Karnai	Papunesia	Austronesian	142	68.546893812709
karo1304	Karok	North America		164	66.6845526755853
kash1277	Kashmiri	Eurasia	Indo-European	184	62.1673285953177
kask1239	Kaska	North America	Athabaskan-Eyak-Tlingit	137	68.3777968227425
katb1237	Avava	Papunesia	Austronesian	183	65.9017892976589
kats1235	Katso	Eurasia	Sino-Tibetan	186	67.5586538461538
kaul1240	Kaulong	Papunesia	Austronesian	90	62.7890593645485
kaur1267	Kaurna	Australia	Pama-Nyungan	48	70.3667462311558
kaur1271	Kaure-Narau	Papunesia	Kaure-Kosare	60	61.7313927227102
kava1241	Kavalan	Papunesia	Austronesian	148	67.215652173913
kawa1283	Kawaiisu	North America	Uto-Aztecan	34	65.7785188284519
kawi1241	Kawi	Papunesia	Austronesian	128	65.2779682274248
kaya1315	Kayan Lahwi	Eurasia	Sino-Tibetan	194	67.8584489966555
kaya1319	Kayardild	Australia	Tangkic	96	59.4480476588629
keap1239	Keapara	Papunesia	Austronesian	174	67.0786663879599
keda1252	Kedang	Papunesia	Austronesian	162	68.4121279264214
keig1242	Keiga	Africa	Kadugli-Krongo	148	66.6386454849498
kele1255	Kele-Foma	Africa	Atlantic-Congo	128	64.5580894648829
kele1258	Kele (Papua New Guinea)	Papunesia	Austronesian	150	70.0019899665552
kele1259	Keley-i Kallahan	Papunesia	Austronesian	170	65.2918436454849
kelo1247	Klon	Papunesia	Timor-Alor-Pantar	91	59.7737123745819
kemb1249	Mateq	Papunesia	Austronesian	195	66.1046530100334
keme1240	Kemezung	Africa	Atlantic-Congo	135	66.759397993311
keng1240	Kenga	Africa	Central Sudanic	124	67.8476128762542
kens1248	Kensiu	Eurasia	Austroasiatic	164	69.0140175585284
kenu1236	Kenuzi-Dongola	Africa	Nubian	193	66.4202048494983
keoo1238	Kéo	Papunesia	Austronesian	187	68.7690928093646
kera1248	Keerak	Africa	Atlantic-Congo	128	60.024987458194
kera1255	Kera	Africa	Afro-Asiatic	178	64.838716555184
keri1250	Kerinci	Papunesia	Austronesian	127	69.5726546822742
kesa1244	Kesawai	Papunesia	Nuclear Trans New Guinea	188	66.364974916388
kett1243	Ket	Eurasia	Yeniseian	183	61.1621153846154
kgal1244	Kgalagadi	Africa	Atlantic-Congo	169	67.57375
khak1248	Khakas	Eurasia	Turkic	170	66.9009866220736
khal1275	Khaling	Eurasia	Sino-Tibetan	168	66.7566429765886
kham1282	Khams Tibetan	Eurasia	Sino-Tibetan	184	63.5044774247492
khan1274	Kháng	Eurasia	Austroasiatic	168	65.9434824414716
khan1277	Southern Tangkhul Naga	Eurasia	Sino-Tibetan	165	69.6354682274248
khan1278	Khana	Africa	Atlantic-Congo	187	65.4375376254181
khar1287	Kharia	Eurasia	Austroasiatic	172	62.4170944816054
khar1288	Kharam Naga	Eurasia	Sino-Tibetan	173	70.1089088628762
khas1269	Khasi	Eurasia	Austroasiatic	180	66.3745234113712
khez1235	Khezha Naga	Eurasia	Sino-Tibetan	172	68.2101170568562
khin1240	Khinalug	Eurasia	Nakh-Daghestanian	153	64.688135451505
khmu1256	Khmu	Eurasia	Austroasiatic	167	68.6340384615385
khum1248	Khumi Chin	Eurasia	Sino-Tibetan	133	68.0579682274248
khva1239	Khwarshi-Inkhoqwari	Eurasia	Nakh-Daghestanian	169	64.2306814381271
kich1262	K'iche'	North America	Mayan	180	66.7307984949833
kiku1240	Kikuyu	Africa	Atlantic-Congo	160	66.8628093645485
kile1243	Kilen	Eurasia	Tungusic	188	67.1084531772575
kili1267	Kilivila	Papunesia	Austronesian	187	64.6182859531773
kima1244	Kimaragang	Papunesia	Austronesian	90	60.7363754180602
kima1246	Kimaama	Papunesia	Kolopom	92	68.8958653846154
kimm1245	Kim Mun	Eurasia	Hmong-Mien	188	68.4291471571906
kimm1246	Kim	Africa	Atlantic-Congo	129	70.8211120401338
kina1250	Kinaray-a	Papunesia	Austronesian	143	67.3630058528428
kinn1249	Kinnauri	Eurasia	Sino-Tibetan	188	64.3836956521739
kiow1266	Kiowa	North America	Kiowa-Tanoan	177	64.1430602006689
kips1239	Kipsigis	Africa	Nilotic	156	67.8323829431438
klam1254	Klamath-Modoc	North America		164	64.2024623745819
kobo1249	Kobon	Papunesia	Nuclear Trans New Guinea	96	58.2662918060201
koda1255	Kodava	Eurasia	Dravidian	182	65.490610367893
koho1244	Koho	Eurasia	Austroasiatic	182	67.9383821070234
koir1240	Koireng	Eurasia	Sino-Tibetan	155	68.3148829431438
koit1244	Koitabu	Papunesia	Koiarian	168	67.7347700668896
koka1244	Kokata	Australia	Pama-Nyungan	143	68.2697115384615
koko1269	Kokota	Papunesia	Austronesian	190	65.9964339464883
kola1285	Kola	Papunesia	Austronesian	156	64.2314046822742
kolb1240	Kolbila	Africa	Atlantic-Congo	178	68.5052006688963
kolc1235	Kol (Cameroon)	Africa	Atlantic-Congo	170	64.7841387959866
kolp1236	Kol (Papua New Guinea)	Papunesia		94	55.6908653846154
kolu1245	Koluwawa	Papunesia	Austronesian	163	67.8011747491639
komb1274	Kombai	Papunesia	Nuclear Trans New Guinea	182	66.3008821070234
komc1235	Kom (Cameroon)	Africa	Atlantic-Congo	158	64.340656354515
komi1268	Komi-Zyrian	Eurasia	Uralic	186	66.2597617056856
komi1269	Komi-Permyak	Eurasia	Uralic	181	65.2079640468227
komi1270	Kom (India)	Eurasia	Sino-Tibetan	168	67.1963377926421
komo1260	Komo (Democratic Republic of Congo)	Africa	Atlantic-Congo	135	70.3270484949833
kona1242	Konai	Papunesia	East Strickland	188	65.2590050167224
konk1267	Konkan Marathi	Eurasia	Indo-European	180	64.4324122073579
kons1243	Konso	Africa	Afro-Asiatic	87	59.7117015050167
kony1248	Konyak Naga	Eurasia	Sino-Tibetan	175	67.4333110367893
konz1239	Konzo	Africa	Atlantic-Congo	133	66.8073871237458
koon1244	South-Central Koongo	Africa	Atlantic-Congo	153	62.8830727424749
koon1245	Koonzime	Africa	Atlantic-Congo	133	66.7885535117057
koor1239	Koorete	Africa	Ta-Ne-Omotic	175	65.6496028428094
kora1294	Korafe-Yegha	Papunesia	Nuclear Trans New Guinea	96	61.0361705685619
kore1280	Korean	Eurasia	Koreanic	185	66.1361329431438
kore1283	Koreguaje	South America	Tucanoan	72	53.8698369565217
kork1243	Korku	Eurasia	Austroasiatic	133	65.7605852842809
koro1298	Koromfé	Africa	Atlantic-Congo	191	65.2355518394649
koro1312	Korowai	Papunesia	Nuclear Trans New Guinea	96	64.4909908026756
koro1313	Koromira	Papunesia	South Bougainville	127	59.8367224080268
korr1238	Korra Koraga	Eurasia	Dravidian	133	68.141877090301
kosa1249	Kosarek Yale	Papunesia	Nuclear Trans New Guinea	169	66.8098787625418
kosr1238	Kosraean	Papunesia	Austronesian	188	65.5527926421405
kota1263	Kota (India)	Eurasia	Dravidian	158	67.1347951505017
koti1238	Koti	Africa	Atlantic-Congo	182	66.235610367893
kova1243	Kovai	Papunesia	Nuclear Trans New Guinea	88	64.1377884615385
kove1237	Kove	Papunesia	Austronesian	180	67.7935367892977
koya1251	Koya	Eurasia	Dravidian	137	67.051275083612
koyr1240	Koyra Chiini Songhay	Africa	Songhay	169	69.4933570234114
koyr1242	Koyraboro Senni Songhai	Africa	Songhay	168	67.6916722408027
koys1242	Koy Sanjaq Jewish Neo-Aramaic	Eurasia	Afro-Asiatic	169	63.0297951505017
kren1239	Krenak	South America	Nuclear-Macro-Je	111	69.9130727424749
kris1246	I'saka	Papunesia	Sko	99	61.4611329431438
kron1241	Krongo	Africa	Kadugli-Krongo	75	56.7909113712375
kryt1240	Kryz	Eurasia	Nakh-Daghestanian	165	66.1650836120401
kuan1247	Kuanyama	Africa	Atlantic-Congo	173	63.4059071906355
kuan1248	Kuanua	Papunesia	Austronesian	174	66.7605727424749
kuii1252	Kui (India)	Eurasia	Dravidian	113	60.510647993311
kuik1246	Kuikúro-Kalapálo	South America	Cariban	176	64.1099414715719
kuku1273	Kuku-Yalanji	Australia	Pama-Nyungan	184	65.6096321070234
kuku1280	Kuku-Uwanh	Australia	Pama-Nyungan	155	68.6742140468227
kulo1237	Kulon-Pazeh	Papunesia	Austronesian	140	67.4161078595318
kulu1253	Kulung (Nepal)	Eurasia	Sino-Tibetan	168	65.4720150501672
kuma1276	Nêlêmwa-Nixumwak	Papunesia	Austronesian	189	62.399987458194
kuma1280	Kuman	Papunesia	Nuclear Trans New Guinea	153	66.9443227424749
kumb1268	Kumbainggar	Australia	Pama-Nyungan	192	67.2144356187291
kumz1235	Kumzari	Eurasia	Indo-European	171	66.8937123745819
kuna1268	Kunama	Africa		165	66.4279096989967
kunb1251	Kunbarlang	Australia	Gunwinyguan	190	61.4228595317726
kung1259	Kungarakany	Australia		82	67.6283486622074
kuni1267	Kunimaipa	Papunesia	Goilalan	171	64.849974916388
kunj1245	Kunjen	Australia	Pama-Nyungan	163	65.8995861204013
kunz1244	Kunza	South America		72	69.5250877926421
kuot1243	Kuot	Papunesia		174	61.6379389632107
kupa1239	Kupang Malay	Papunesia	Austronesian	168	69.8547784280937
kurr1243	Kurrama	Australia	Pama-Nyungan	161	66.3241471571906
kurt1248	Kurtokha	Eurasia	Sino-Tibetan	98	62.5219607023411
kusa1251	Kusaghe-Njela	Papunesia	Austronesian	177	63.8611496655518
kusu1250	Kusunda	Eurasia		173	68.1999080267558
kute1248	Kutep	Africa	Atlantic-Congo	163	67.4640301003345
kute1249	Kutenai	North America		132	67.5864548494983
kuvi1243	Kuvi	Eurasia	Dravidian	103	61.6690133779264
kuyy1240	Kuy	Eurasia	Austroasiatic	174	69.2764381270903
kwai1243	Kwaio	Papunesia	Austronesian	191	66.7410744147157
kwam1249	Gwama	Africa	Koman	171	68.2142809364549
kwam1252	Kwamera	Papunesia	Austronesian	176	65.0284824414716
kwar1239	Kwara'ae	Papunesia	Austronesian	186	67.3895192307692
kwaz1243	Kwaza	South America		159	59.6138503344482
kweg1241	Kwegu	Africa	Surmic	162	70.76752090301
kwin1241	Kwini	Australia	Worrorran	160	65.953122909699
kwom1262	Kwoma	Papunesia	Sepik	174	66.3461622073579
kxoe1243	Kxoe	Africa	Khoe-Kwadi	194	62.7119857859532
kyer1238	Kyerung	Eurasia	Sino-Tibetan	184	63.1148662207358
laal1242	Laal	Africa		154	63.8575585284281
labe1239	Label	Papunesia	Austronesian	70	61.8314309623431
labo1244	Ninde	Papunesia	Austronesian	122	69.5869523411371
labu1248	Labu	Papunesia	Austronesian	154	69.0044690635451
labu1249	Labuk-Kinabatangan Kadazan	Papunesia	Austronesian	104	67.8641806020067
lach1248	Lachi	Eurasia	Tai-Kadai	167	71.091897993311
lafo1243	Lafofa	Africa		68	64.3611831103679
lagw1237	Lagwan	Africa	Afro-Asiatic	164	67.8605476588629
lahu1252	Lahu Shi	Eurasia	Sino-Tibetan	152	71.4603929765886
lahu1253	Lahu	Eurasia	Sino-Tibetan	175	68.9599581939799
laiy1246	Laiyolo	Papunesia	Austronesian	123	66.6315133779264
lakk1252	Lak	Eurasia	Nakh-Daghestanian	158	62.7676212374582
lala1264	Lala-Bisa	Africa	Atlantic-Congo	150	65.9665969899666
lala1268	Lala	Papunesia	Austronesian	187	70.2921070234114
lama1277	Lamaholot	Papunesia	Austronesian	182	65.6332608695652
lama1288	Lamang	Africa	Afro-Asiatic	143	62.4261413043478
lamb1269	Lambadi	Eurasia	Indo-European	155	61.7067809364548
lamb1272	Lambya	Africa	Atlantic-Congo	132	63.9815384615385
lamb1273	Lamboya	Papunesia	Austronesian	139	66.657516722408
lame1260	Lamenu	Papunesia	Austronesian	126	64.9407608695652
lamk1238	Lamkang	Eurasia	Sino-Tibetan	175	70.3103051839465
lamo1244	Lamogai	Papunesia	Austronesian	135	70.721885451505
land1256	Landoma	Africa	Atlantic-Congo	137	63.8561789297659
lang1320	Langi	Africa	Atlantic-Congo	174	66.1450459866221
lang1324	Lango (Uganda)	Africa	Nilotic	90	62.6033361204013
laoo1244	Lao	Eurasia	Tai-Kadai	99	63.0616220735786
lara1258	Laragia	Australia		108	61.9919439799331
lara1260	Larantuka Malay	Papunesia	Austronesian	169	69.4615426421405
lard1243	Lardil	Australia	Tangkic	94	62.004385451505
lash1243	Lashi	Eurasia	Sino-Tibetan	188	68.5039464882943
lati1261	Latin	Eurasia	Indo-European	193	59.7773704013378
latv1249	Latvian	Eurasia	Indo-European	184	62.614402173913
lauu1247	Lau	Papunesia	Austronesian	141	68.8451546822742
lave1248	Laven	Eurasia	Austroasiatic	180	69.1319941471572
lave1249	Brao	Eurasia	Austroasiatic	122	69.6848160535117
lavu1241	Lavukaleve	Papunesia		181	60.3071279264214
lazz1240	Laz	Eurasia	Kartvelian	171	66.9102215719063
leco1242	Leco	South America		162	67.1669105351171
lega1249	Lega-Shabunda	Africa	Atlantic-Congo	153	64.4017976588629
lega1250	Lega-Mwenga	Africa	Atlantic-Congo	120	66.4761204013378
lele1267	Lelepa	Papunesia	Austronesian	149	68.4921321070234
lele1270	Lele (Papua New Guinea)	Papunesia	Austronesian	167	67.6211204013378
lele1276	Lele (Chad)	Africa	Afro-Asiatic	164	64.3203762541806
lemb1266	Lembena	Papunesia	Nuclear Trans New Guinea	175	65.3111413043478
leme1238	Lemerig	Papunesia	Austronesian	164	68.3760033444816
lena1238	Lenakel	Papunesia	Austronesian	195	64.5949623745819
lend1245	Lendu	Africa	Central Sudanic	159	68.8571906354515
leng1259	Lengo	Papunesia	Austronesian	172	66.2300627090301
lepc1244	Lepcha	Eurasia	Sino-Tibetan	176	65.1672073578595
lese1243	Lese	Africa	Central Sudanic	150	67.8663921404682
leti1246	Leti (Indonesia)	Papunesia	Austronesian	172	68.4504933110368
lewo1242	Lewo	Papunesia	Austronesian	173	66.9509155518395
lewo1244	Lewotobi	Papunesia	Austronesian	189	68.4557566889632
lezg1247	Lezgian	Eurasia	Nakh-Daghestanian	194	64.0336454849498
lian1251	Liangmai Naga	Eurasia	Sino-Tibetan	133	67.9731897993311
libi1244	Libinza	Africa	Atlantic-Congo	134	64.4858821070234
liby1240	Libyan Arabic	Africa	Afro-Asiatic	167	61.32875
lihi1237	Lihir	Papunesia	Austronesian	143	65.258741638796
liji1238	Lijili	Africa	Atlantic-Congo	180	67.7438628762542
lika1243	Liko	Africa	Atlantic-Congo	165	67.389385451505
liki1240	Balobo	Africa	Atlantic-Congo	99	65.2258110367893
lill1248	Lillooet	North America	Salishan	190	62.2204598662207
limb1266	Limbu	Eurasia	Sino-Tibetan	140	66.4939088628763
limo1248	Limos Kalinga	Papunesia	Austronesian	114	62.2554788791301
limo1249	Limonese Creole	North America	Indo-European	143	69.1753887959866
ling1263	Kinshasa Lingala	Africa	Atlantic-Congo	75	61.3347575250836
ling1265	Neverver	Papunesia	Austronesian	157	66.4686245819398
lipo1242	Lipo	Eurasia	Sino-Tibetan	192	69.1875836120401
lish1245	Lishanid Noshan	Eurasia	Afro-Asiatic	177	63.4594481605351
lith1251	Lithuanian	Eurasia	Indo-European	191	61.9163837792642
lito1235	Litoka	Africa	Atlantic-Congo	97	62.9861872909699
litz1237	Naman	Papunesia	Austronesian	185	66.7103010033445
livv1243	Livvi	Eurasia	Uralic	195	67.7960576923077
livv1244	Liv	Eurasia	Uralic	194	66.9834866220736
loba1239	Lobala	Africa	Atlantic-Congo	98	66.6428010033445
logo1259	Logo	Africa	Central Sudanic	172	68.2643143812709
loka1252	Lokaa	Africa	Atlantic-Congo	162	66.7818060200669
lolo1259	Lolopo	Eurasia	Sino-Tibetan	186	68.5665635451505
loma1260	Loma (Liberia)	Africa	Mande	90	62.5349540133779
lomb1257	Lombard	Eurasia	Indo-European	190	60.7225710702341
long1395	Longgu	Papunesia	Austronesian	151	67.5439339464883
loni1238	Loniu	Papunesia	Austronesian	185	65.2672533444816
lonw1238	Lonwolwol	Papunesia	Austronesian	126	66.2673285953177
lote1237	Lote	Papunesia	Austronesian	178	68.6382483277592
loth1237	Lotha Naga	Eurasia	Sino-Tibetan	160	69.6014046822743
lotu1250	Lotud	Papunesia	Austronesian	132	71.4863263598326
loup1243	Loup A	North America	Algic	132	64.2148996655518
louu1245	Lou	Papunesia	Austronesian	176	65.7703971571906
lowe1412	Tanudan Kalinga	Papunesia	Austronesian	64	58.7396195652174
lowe1427	Lower Chehalis	North America	Salishan	148	65.3788168896321
lowl1260	Lowland Oaxaca Chontal	North America	Tequistlatecan	173	66.7802926421405
lowl1265	Lowland Tarahumara	North America	Uto-Aztecan	164	65.308758361204
lozi1239	Lozi	Africa	Atlantic-Congo	137	65.6724038461538
luan1263	Luang	Papunesia	Austronesian	173	68.1203511705686
lubu1243	Lubuagan Kalinga	Papunesia	Austronesian	141	65.9415301003344
luch1239	Luchazi	Africa	Atlantic-Congo	136	61.1238670568562
ludi1246	Ludian	Eurasia	Uralic	192	68.3373494983278
lugb1240	Lugbara	Africa	Central Sudanic	165	68.5253887959866
lugu1238	Luguru	Africa	Atlantic-Congo	177	63.2003135451505
luis1253	Luiseno-Juaneño	North America	Uto-Aztecan	181	67.1162040133779
lule1238	Lule	South America		146	69.4127006688963
lule1254	Lule Saami	Eurasia	Uralic	195	66.5712876254181
lumb1249	Lumbu	Africa	Atlantic-Congo	146	66.5086287625418
lumu1239	Lumun	Africa	Narrow Talodi	187	66.0501212374582
lund1266	Lunda	Africa	Atlantic-Congo	150	64.2109364548495
lund1271	Lundayeh	Papunesia	Austronesian	141	70.3542600334448
luok1236	Luo (Kenya and Tanzania)	Africa	Nilotic	185	67.4860242474916
luse1252	Lusengo	Africa	Atlantic-Congo	131	63.260602006689
lush1249	Mizo	Eurasia	Sino-Tibetan	182	66.4567015050167
lush1252	Northern Lushootseed	North America	Salishan	182	64.3220944816053
lusi1240	Lusi	Papunesia	Austronesian	144	69.0713085284281
luva1239	Luvale	Africa	Atlantic-Congo	169	62.8387123745819
luya1241	Luyi	Africa	Atlantic-Congo	172	68.2939715719064
maan1238	Ma'anyan	Papunesia	Austronesian	163	68.499402173913
maas1239	Maasina Fulfulde	Africa	Atlantic-Congo	133	60.3083821070234
maba1270	Mabaale	Africa	Atlantic-Congo	118	63.9420484949833
maba1277	Maba (Chad)	Africa	Maban	172	63.7753302675585
maca1259	Macaguán	South America	Guahiboan	49	57.9121497281472
mace1250	Macedonian	Eurasia	Indo-European	187	60.1563754180602
mach1267	Machiguenga	South America	Arawakan	96	58.3313837792642
maco1239	Maco	South America	Saliban	163	63.0380894648829
macu1259	Macushi	South America	Cariban	66	64.5579339188624
macu1260	Macuna	South America	Tucanoan	177	61.9050543478261
mada1285	Madak	Papunesia	Austronesian	176	68.495
madi1260	Ma'di	Africa	Central Sudanic	185	67.5414297658863
madn1237	Madngele	Australia	Eastern Daly	152	66.3949707357859
maee1241	Tirax	Papunesia	Austronesian	188	69.2894356187291
mafe1237	Mafea	Papunesia	Austronesian	134	65.0737040133779
maga1260	Magahi	Eurasia	Indo-European	136	66.3955852842809
maga1263	Mag-Anchi Ayta	Papunesia	Austronesian	61	64.5964882943144
magd1235	Magdalena Peñasco Mixtec	North America	Otomanguean	173	63.8355309364549
magu1243	Maguindanao	Papunesia	Austronesian	129	65.8871697324415
maia1253	Maiani	Papunesia	Nuclear Trans New Guinea	79	61.494343645485
maia1254	Maia	Papunesia	Nuclear Trans New Guinea	80	68.0820401337793
maib1239	Maybrat-Karon	Papunesia		174	65.4769607023411
mail1248	Mailu	Papunesia	Mailuan	185	67.3570986622074
mais1250	Maisin	Papunesia	Austronesian	176	66.0016638795987
mait1250	Maithili	Eurasia	Indo-European	180	65.7293394648829
maja1242	Majang	Africa	Surmic	163	66.5204055183947
maka1304	Makaa	Africa	Atlantic-Congo	159	65.925012541806
maka1311	Makasar	Papunesia	Austronesian	86	60.506254180602
makc1235	Mak (China)	Eurasia	Tai-Kadai	171	68.2104849498328
makh1264	Makhuwa	Africa	Atlantic-Congo	168	64.9019272575251
makh1266	Makhuwa-Saka	Africa	Atlantic-Congo	158	64.9684071906354
mako1251	Makonde	Africa	Atlantic-Congo	164	64.7642056856187
maku1277	Maku'a	Papunesia	Austronesian	29	60.4494397993311
makw1236	Makwe	Africa	Atlantic-Congo	86	62.124356187291
mala1463	Malavedan	Eurasia	Dravidian	163	70.2260326086956
mala1464	Malayalam	Eurasia	Dravidian	192	64.661868729097
mala1479	Colloquial Malay	Eurasia	Austronesian	153	69.3131772575251
mala1481	Manado Malay	Papunesia	Austronesian	178	69.3659489966555
mala1522	Malayo	South America	Chibchan	157	66.8520610367893
mala1534	Malaweg	Papunesia	Austronesian	122	60.6875919732441
male1284	Male (Ethiopia)	Africa	Ta-Ne-Omotic	182	65.4404598662207
male1289	Maleu-Kilenge	Papunesia	Austronesian	154	67.6419147157191
male1297	Maléku Jaíka	North America	Chibchan	188	65.9048202341137
malg1251	Malgwa	Africa	Afro-Asiatic	171	68.4247784280936
mali1284	Mali	Papunesia	Baining	102	55.6001254180602
