Language_ID	Language_Name	Language_Macroarea	Language_Family_Name	Parameters_Coded	Mean_Similarity	Median_Similarity	Similarity_SD
east2516	East Kewa	Papunesia	Nuclear Trans New Guinea	179	62.7103929765886	61.92	7.0750369540174
east2545	Eastern Pomo	North America	Pomoan	163	65.6763963210702	65.12	6.3015128910555
east2555	Eastern Bolivian Guaraní	South America	Tupian	182	67.5915301003345	68.065	5.51917903901231
east2556	Eastern Highland Otomi	North America	Otomanguean	164	62.5661204013378	62.6	6.14265352978687
east2563	Eastern Cham	Eurasia	Austronesian	92	65.391220735786	64.59	10.341720555026
east2690	Eastern Egyptian Bedawi Arabic	Eurasia	Afro-Asiatic	147	65.1011831103679	65.45	6.09857988391567
east2694	Eastern Subanen	Papunesia	Austronesian	109	61.3867600334448	62.115	8.42095513582176
east2773	Eastern Newari	Eurasia	Sino-Tibetan	190	65.4808110367893	65.03	6.65244790140934
east2782	Eastern Kikongo	Africa	Atlantic-Congo	156	66.1047636971978	65.19	7.9066666654125
egaa1242	Ega	Africa	Atlantic-Congo	125	59.206051861146	59.65	6.22390198108169
egyp1253	Egyptian Arabic	Africa	Afro-Asiatic	166	61.3857566889632	61.635	5.92993901813861
eipo1242	Eipomek	Papunesia	Nuclear Trans New Guinea	184	66.3314423076923	66.225	6.12281943444903
ekar1243	Ekari	Papunesia	Nuclear Trans New Guinea	151	61.5286245819398	61.15	5.53863617354039
elem1253	Eleme	Africa	Atlantic-Congo	140	65.25252090301	65.32	6.11617284443883
elip1238	Elip	Africa	Atlantic-Congo	111	67.2701672240803	66.67	7.98019473197953
elmo1238	El Molo	Africa	Afro-Asiatic	171	68.473122909699	68.75	5.46386337672577
elna1235	El Nayar Cora	North America	Uto-Aztecan	162	63.2825710702341	63.01	6.2037904822727
emae1237	Emae	Papunesia	Austronesian	156	69.0715510033445	69.335	8.07496160439762
embe1260	Emberá-Catío	South America	Chocoan	164	67.112529264214	66.67	6.66275802183517
embe1262	Emberá-Chamí	South America	Chocoan	159	68.0765802675585	67.92	6.39023495105212
enap1235	Panare	South America	Cariban	146	58.604970735786	58.845	6.23626283540209
enuu1235	Enu	Eurasia	Sino-Tibetan	193	68.805606187291	68.79	8.50369165094091
epen1239	Epena	South America	Chocoan	157	65.754385451505	65.56	6.66140130097286
ersu1241	Ersu	Eurasia	Sino-Tibetan	195	68.8573871237458	69.475	6.22129243961468
erzy1239	Erzya	Eurasia	Uralic	190	68.318093645485	68.42	6.02286593372583
esan1238	Esan	Africa	Atlantic-Congo	123	64.800008361204	64.37	8.31801954700587
esee1247	Ese	Papunesia	Koiarian	75	65.1854138795987	65.08	8.42885408435505
esee1248	Ese Ejja	South America	Pano-Tacanan	189	63.4827090301003	63.1	6.6405896677713
esim1238	Esimbi	Africa	Atlantic-Congo	154	63.7374540133779	63.61	6.52451081715358
esse1238	Esselen	North America		110	65.1496906354515	65.48	7.21347134100954
esto1258	Estonian	Eurasia	Uralic	195	67.6292433110368	67.74	5.93878816109941
eton1253	Eton-Mengisa	Africa	Atlantic-Congo	115	62.3863795986622	61.615	7.6789365650529
etru1241	Etruscan	Eurasia		130	69.2288582183187	69.37	7.27394198788177
eude1234	Eudeve	North America	Uto-Aztecan	153	66.7122700668896	66.56	6.50131136832884
even1259	Evenki	Eurasia	Tungusic	158	67.0594481605351	66.67	7.25138676281496
even1260	Even	Eurasia	Tungusic	141	67.3712959866221	66.67	7.96183677473066
ewee1241	Ewe	Africa	Atlantic-Congo	162	67.9930225752508	68.07	6.33453591281746
eyak1241	Eyak	North America	Athabaskan-Eyak-Tlingit	174	66.9494272575251	67.21	5.51901372256143
fait1240	Kulsab	Papunesia	Nuclear Trans New Guinea	126	65.7717851170569	66.67	7.32657452719987
fala1243	Falam Chin	Eurasia	Sino-Tibetan	143	66.3146655518395	66.43	6.46263627648775
fare1241	Farefare	Africa	Atlantic-Congo	174	63.5849456521739	63.45	5.7782995228309
faro1244	Faroese	Eurasia	Indo-European	194	62.7048285953177	62.98	5.79991784975223
fass1245	Momu-Fas	Papunesia	Baibai-Fas	144	67.9145735785953	68.42	7.20249443189137
fasu1242	Fasu	Papunesia		120	65.2490802675585	65.59	7.75985785204709
fefe1239	Fe'fe'	Africa	Atlantic-Congo	142	68.8957190635451	69.29	5.73700270041887
fiji1243	Fijian	Papunesia	Austronesian	187	64.4285326086956	64.29	6.47316577061607
fili1244	Filipino	Papunesia	Austronesian	186	66.0211329431438	66.28	6.69906941950117
filo1235	Filomeno Mata Totonac	North America	Totonacan	144	63.288724916388	63.33	6.97829649726651
fina1242	Finallig	Papunesia	Austronesian	164	66.5704515050167	66.92	6.31223415985358
finn1310	Finnish Sign Language	Eurasia	Sign Language	16	69.3905661174482	71.43	15.7443916062345
finn1318	Finnish	Eurasia	Uralic	195	67.1103804347826	67.145	6.08759086230498
fipa1238	Fipa	Africa	Atlantic-Congo	120	61.7480769230769	60.5	9.19372812677361
foii1241	Foi	Papunesia	East Kutubu	118	64.8275919732442	65.175	6.88021621834015
fonn1241	Fon	Africa	Atlantic-Congo	189	68.7754306020067	68.375	8.23754703544819
fore1265	Forest Enets	Eurasia	Uralic	193	66.9975418060201	67.05	7.23911181836466
fore1270	Fore	Papunesia	Nuclear Trans New Guinea	97	62.4273285953177	62.35	7.66398688358661
fran1266	Francisco León Zoque	North America	Mixe-Zoque	161	65.0982525083612	65.32	6.35314134701163
fuln1247	Fulniô	South America		177	65.3017265886288	65.19	5.661449987741
furr1244	Fur	Africa	Furan	182	66.0802466555184	66.47	5.6120579523252
furu1242	Furu	Africa	Central Sudanic	127	65.7683695652174	65.84	7.49515252356113
futu1245	Futuna-Aniwa	Papunesia	Austronesian	192	64.9250919732442	64.785	6.76465627824847
fuyu1242	Fuyug	Papunesia	Goilalan	180	64.6645568561873	65.275	6.92105814836458
gaaa1244	Ga	Africa	Atlantic-Congo	133	70.2483277591973	70.73	6.44913004521079
gaaa1245	Gaa	Africa	Atlantic-Congo	79	69.6259030100334	69.72	7.6751030206685
gaam1241	Gaam	Africa	Eastern Jebel	83	63.7691471571906	63.86	7.18457202788306
gaan1243	Ga'anda	Africa	Afro-Asiatic	140	65.8015635451505	66.18	6.50905233158146
gada1258	Ga'dang	Papunesia	Austronesian	70	67.2239523212045	66.67	9.89543472251303
gade1242	Gade	Africa	Atlantic-Congo	178	68.0369147157191	67.89	7.1808491309284
gaga1249	Gagauz	Eurasia	Turkic	188	66.2345108695652	66.085	6.52438067675951
gaga1251	Gaagudju	Australia		169	63.9343394648829	64.195	5.75828385360323
gahr1239	Bunan	Eurasia	Sino-Tibetan	195	63.9532901337793	63.545	6.58091739649136
gala1264	Galambu	Africa	Afro-Asiatic	79	67.1138586956522	67.21	7.88557589444494
gale1259	Galela	Papunesia	North Halmahera	143	68.1811329431438	68.61	6.13125354433975
gali1258	Galician	Eurasia	Indo-European	192	61.370614548495	61.195	5.45558677872645
gali1262	Galibi Carib	South America	Cariban	173	65.8153344481605	65.935	5.60513757777308
galo1242	Galo	Eurasia	Sino-Tibetan	179	66.6792767558528	67.255	6.77253452259953
gamb1251	Gambera	Australia	Worrorran	129	67.0145025083612	66.975	6.33391878277534
gamo1243	Gamo	Africa	Ta-Ne-Omotic	183	66.1329096989967	65.75	7.20017923903528
gana1278	Ganai	Australia	Pama-Nyungan	53	62.3920660811376	62.26	9.47847803473984
gand1255	Ganda	Africa	Atlantic-Congo	148	62.2567809364549	61.15	8.05180500176017
gang1266	Gangte	Eurasia	Sino-Tibetan	184	69.8249122073579	70.43	5.68038468890566
gang1267	Ganggalida	Australia	Tangkic	94	63.8128302675585	64.1	6.92669186555687
gant1244	Gants	Papunesia	Nuclear Trans New Guinea	164	66.521872909699	67.115	7.11523852912717
gapa1238	Gapapaiwa	Papunesia	Austronesian	157	66.7289464882943	67.1	5.55180025305602
gara1269	Garrwa	Australia	Garrwan	94	57.0143143812709	57.14	7.97013423226328
gari1256	Garifuna	North America	Arawakan	80	57.6240969899666	57.75	7.00439070786419
garo1247	Garo	Eurasia	Sino-Tibetan	164	67.8941513377926	67.55	6.93539361531997
gata1239	Gata'	Eurasia	Austroasiatic	156	65.1224456521739	65.35	6.48317752953912
gayo1244	Gayo	Papunesia	Austronesian	193	66.7264214046823	66.065	7.95831570504964
gbay1278	Gbayi	Africa	Atlantic-Congo	58	68.6227968227425	69.09	7.35163662159658
gbay1288	Kresh-Woro	Africa	Kresh-Aja	134	65.1836956521739	65.38	6.26635508038685
geba1237	Geba Karen	Eurasia	Sino-Tibetan	193	67.5091220735786	66.915	8.40231684098253
gebe1237	Gebe	Papunesia	Austronesian	129	69.5950710702341	69.84	7.1487194861663
geda1237	Gedaged	Papunesia	Austronesian	151	66.1790760869565	66.42	6.30510620238876
gela1263	Gela	Papunesia	Austronesian	181	67.9748662207358	67.825	8.21948729900262
geme1244	Geme	Africa	Atlantic-Congo	6	66.4591568296796	66.67	17.1589887776781
geru1240	Geruma	Africa	Afro-Asiatic	66	66.8565468227425	67.69	8.35063026837064
gese1240	Geser-Gorom	Papunesia	Austronesian	69	67.4187876254181	67.44	10.0312204920679
ghad1239	Ghadames	Africa	Afro-Asiatic	160	62.8945944816054	63.14	5.98134973300004
ghan1242	Ghanongga	Papunesia	Austronesian	166	65.2239966555184	65.16	7.58200085246617
ghar1239	Ghari	Papunesia	Austronesian	151	66.644347826087	65.94	8.80440718844993
gheg1238	Gheg Albanian	Eurasia	Indo-European	188	62.719368729097	62.9	5.47253070944915
ghod1238	Godoberi	Eurasia	Nakh-Daghestanian	165	63.81997909699	63.61	6.49517934997596
ghom1257	Ghomara	Africa	Afro-Asiatic	158	60.6576128762542	60.81	5.50730933147699
gida1247	Gidar	Africa	Afro-Asiatic	80	57.2780309364548	56.34	9.39996570523547
giiw1236	Giiwo	Africa	Afro-Asiatic	70	65.6510242474916	65.85	7.65822392196084
gilb1244	Gilbertese	Papunesia	Austronesian	171	68.7358152173913	68.57	7.19300129230508
gily1242	Amur Nivkh	Eurasia	Nivkh	183	64.7841513377926	64.63	6.50543060075345
gira1247	Girawa	Papunesia	Nuclear Trans New Guinea	169	65.5833026755853	66.015	6.72583146001045
giry1241	Giryama	Africa	Atlantic-Congo	83	60.5619565217391	59.46	9.55767588902315
gizr1240	Gizrra	Papunesia	Eastern Trans-Fly	93	60.8006856187291	60.53	7.35629546210584
glav1244	Glavda	Africa	Afro-Asiatic	149	66.248110367893	66.67	5.83056135341065
gobu1238	Gobu	Africa	Atlantic-Congo	141	67.5244439799331	67.59	7.80822156920612
goem1240	Goemai	Africa	Afro-Asiatic	92	57.9119314381271	57.58	8.08287024099812
gofa1235	Gofa	Africa	Ta-Ne-Omotic	169	66.3218352842809	65.66	7.5041805786986
gogo1265	Gogodala	Papunesia	Suki-Gogodala	166	68.3997617056856	68.75	6.67345136035644
gola1255	Gola	Africa	Atlantic-Congo	150	64.7979473244147	65.08	6.24568211269589
goli1247	Golin	Papunesia	Nuclear Trans New Guinea	88	61.1902591973244	61.11	7.86454467865966
golo1234	Golo	Africa	Atlantic-Congo	82	64.3262818904224	63.75	8.8524062361528
goon1238	Gooniyandi	Australia	Bunaban	99	54.2828428093645	53.85	6.90821942596982
goro1270	Gorowa	Africa	Afro-Asiatic	13	62.1331104528142	61.54	19.2868669416778
gras1249	Grass Koiari	Papunesia	Koiarian	95	61.0753929765886	60.71	7.06350827531312
gros1243	Gros Ventre	North America	Algic	161	63.7364255852843	63.815	5.24293933362044
guah1255	Guahibo	South America	Guahiboan	179	60.8217224080268	60.885	5.66699220300251
guam1248	Guambiano	South America	Barbacoan	127	64.610597826087	64	7.82840939003871
guan1266	Khroskyabs	Eurasia	Sino-Tibetan	191	62.3555058528428	62.29	6.21653968185082
guan1269	Kotiria	South America	Tucanoan	157	63.3302968227425	63.23	5.9586477716093
guar1293	Baniva de Maroa	South America	Arawakan	101	60.6771362876254	60.64	6.32319014574339
guat1253	Guató	South America		127	66.148779264214	66.11	6.91744487472933
gube1234	Gubeeher-Gufangor-Gubelor	Africa	Atlantic-Congo	180	63.4335158862876	62.655	6.3131109360671
gude1246	Gude	Africa	Afro-Asiatic	176	67.413783444816	67.74	6.01230174344348
guer1241	Central Guerrero Nahuatl	North America	Uto-Aztecan	135	66.1950376254181	66.07	6.19199760800218
guer1243	Guerrero Amuzgo	North America	Otomanguean	179	64.2191429765886	64.31	5.56933381922123
gugu1253	Gugu Badhun	Australia	Pama-Nyungan	151	68.5619899665552	68.91	7.14432482588801
gugu1255	Guugu Yimidhirr	Australia	Pama-Nyungan	72	66.2807943143813	66.67	8.53297135361557
guhu1244	Guhu-Samane	Papunesia	Nuclear Trans New Guinea	167	65.0106730769231	65.54	7.24834647684623
guiq1238	Guiqiong	Eurasia	Sino-Tibetan	177	67.6113001672241	68.05	6.68660729588895
gulf1241	Gulf Arabic	Eurasia	Afro-Asiatic	154	62.5606647157191	62.84	6.13279043713703
guma1254	Gumawana	Papunesia	Austronesian	176	67.6722700668896	67.86	6.05720374251953
gumu1244	Northern Gumuz	Africa	Gumuz	160	63.0976546822742	63.4	5.4569475300559
gung1248	Gungabula	Australia	Pama-Nyungan	44	66.5851379598662	67.44	9.46657639567515
gunw1252	Bininj Kun-Wok	Australia	Gunwinyguan	191	61.1214966555184	61.43	5.09787649192106
guny1241	Gunya	Australia	Pama-Nyungan	177	67.2101421404682	67.61	6.19381360358449
gura1251	Gurani	Eurasia	Indo-European	128	66.9205769230769	67.57	6.30791541689243
gure1255	Gureng Gureng	Australia	Pama-Nyungan	133	69.7025794314381	70	6.61091154038348
guri1248	Guriaso	Papunesia		24	55.4077006688963	54.55	11.804323831825
guro1248	Guro	Africa	Mande	131	63.9301505016722	64.1	7.34040011427506
guru1261	Gurung	Eurasia	Sino-Tibetan	174	67.490618729097	67.47	7.09621889305272
guru1271	Guruntum-Mbaaru	Africa	Afro-Asiatic	181	67.1915510033445	66.885	7.66052411755604
gusi1247	Gusii	Africa	Atlantic-Congo	173	65.5935994983278	64.63	8.09951633824878
gwen1239	Gweno	Africa	Atlantic-Congo	135	67.7274289297659	66.92	7.60499319475227
gyel1242	Gyele	Africa	Atlantic-Congo	190	67.7904431438127	67.46	6.73875081751968
haaa1252	Ha	Africa	Atlantic-Congo	187	66.1990760869565	65.36	7.32368447363805
hadi1240	Hadiyya	Africa	Afro-Asiatic	189	63.3887918060201	63.01	6.2571671330128
hadz1240	Hadza	Africa		190	61.1249289297659	61.45	5.09120284188459
haio1238	Hai//om-Akhoe	Africa	Khoe-Kwadi	35	45.3968396818753	44.44	9.76451596993599
hait1244	Haitian	North America	Indo-European	180	66.2869941471572	66.185	7.87202762046397
haka1240	Haka Chin	Eurasia	Sino-Tibetan	170	65.2432441471572	65.285	6.07471685517292
hakk1236	Hakka Chinese	Eurasia	Sino-Tibetan	143	68.557512541806	68.61	7.96238859127529
hala1252	Halang	Eurasia	Austroasiatic	82	67.4073369565217	66.1	11.7199964731292
halh1238	Halh Mongolian	Eurasia	Mongolic-Khitan	185	67.9167600334448	67.655	6.82449768322163
hali1244	Halia	Papunesia	Austronesian	172	65.7199247491639	65.835	6.31560676637322
halk1245	Halkomelem	North America	Salishan	193	63.1620903010033	63.29	5.85552037319139
hame1242	Hamer-Banna	Africa	South Omotic	173	63.7035535117057	63.74	5.916660878355
hang1263	Hanga Hundi	Papunesia	Ndu	161	64.7395777591973	65.16	6.36559478913505
hani1248	Hani	Eurasia	Sino-Tibetan	186	68.6530643812709	68.635	8.3545754934839
hano1246	Hano	Papunesia	Austronesian	183	66.3008193979933	66.06	7.32126925029904
haro1237	Haroi	Eurasia	Austronesian	95	68.9431605351171	68.82	10.38314614373
haru1245	Haruai	Papunesia	Piawi	178	66.7071571906355	67.145	7.16685789875185
hass1238	Hassaniyya	Africa	Afro-Asiatic	142	61.9825794314381	61.79	6.22622020662955
hata1243	Hatam	Papunesia	Hatam-Mansim	96	61.1244397993311	60.38	10.0772239902556
haus1257	Hausa	Africa	Afro-Asiatic	91	56.4408821070234	55.88	7.26439787960586
hava1248	Havasupai-Walapai-Yavapai	North America	Cochimi-Yuman	165	65.6014172240803	65.52	5.70088715775446
hawa1245	Hawaiian	Papunesia	Austronesian	181	65.3399289297659	64.85	7.59877406211967
hdii1240	Hdi	Africa	Afro-Asiatic	98	58.3091889632107	58.235	6.90818453444433
hebr1245	Modern Hebrew	Eurasia	Afro-Asiatic	167	64.3340217391304	64.2	6.00416997541126
hehe1240	Hehe	Africa	Atlantic-Congo	144	66.0740259197324	65.04	8.22045986075021
heil1246	Heiltsuk-Oowekyala	North America	Wakashan	126	67.1011580267559	67.825	6.91766555526732
here1253	Herero	Africa	Atlantic-Congo	187	64.9164924749164	63.64	7.75163221224649
hert1241	Hertevin	Eurasia	Afro-Asiatic	64	63.0227017984107	63.33	7.74153923766849
hida1246	Hidatsa	North America	Siouan	177	62.2360702341137	62.035	5.97716811109349
hier1240	Hieroglyphic Luwian	Eurasia	Indo-European	142	66.1311705685619	66.08	6.86089447458476
high1243	Highland Totonac	North America	Totonacan	120	64.8346362876254	65.25	7.81844485824983
high1276	Highland Popoluca	North America	Mixe-Zoque	186	65.6510033444816	65.75	6.02525426130833
high1278	Highland Puebla Nahuatl	North America	Uto-Aztecan	132	69.1708779264214	69.405	6.4490089420574
hili1240	Hiligaynon	Papunesia	Austronesian	77	64.6972617056856	64.38	9.54664695010947
hind1269	Hindi	Eurasia	Indo-European	187	63.025610367893	62.775	5.79166417051406
hinu1240	Hinuq	Eurasia	Nakh-Daghestanian	99	61.1666220735786	60.44	9.12732798962421
hixk1239	Hixkaryána	South America	Cariban	162	62.3607483277592	62.335	6.14648489142296
hlai1239	Hlai	Eurasia	Tai-Kadai	99	65.1166137123746	64.44	9.63307331724254
hler1235	Hlersu	Eurasia	Sino-Tibetan	74	63.5204813729594	63.08	11.4668371656673
hoaa1235	Amkoe	Africa	Kxa	193	67.776860367893	67.93	6.19149493955356
hoav1238	Hoava	Papunesia	Austronesian	176	64.0692265886288	63.395	7.81019825934982
holo1240	Holoholo	Africa	Atlantic-Congo	144	64.3530351170569	63.4	7.01679310757059
homa1239	Homa	Africa	Atlantic-Congo	14	61.9709609735627	63.64	17.2061481637959
hone1235	Hõne	Africa	Atlantic-Congo	177	67.1373118729097	67.095	6.49224574359352
honi1244	Honi	Eurasia	Sino-Tibetan	165	68.4121070234114	68.795	7.98189445800228
hooo1248	Ho	Eurasia	Austroasiatic	149	66.5308110367893	66.67	6.108950897255
hote1245	Hote	Papunesia	Austronesian	162	68.5834615384615	68.46	7.79931977908998
hozo1236	Hozo	Africa	Blue Nile Mao	87	60.0085284280936	59.77	8.07071169687328
hrus1242	Hruso	Eurasia		89	71.315008361204	71.92	8.5066285272117
huaa1248	East Taa	Africa	Tuu	164	65.5050961538462	65.38	7.05420372572627
hual1241	Huallaga Huánuco Quechua	South America	Quechuan	191	65.0777132107023	64.67	6.77842262596692
huam1247	Huambisa	South America	Chicham	180	63.0336914715719	62.85	6.70710826336552
huar1255	Huarijio	North America	Uto-Aztecan	181	66.7732232441472	66.67	5.66044289982341
huas1242	Huastec	North America	Mayan	176	67.7409866220736	68.03	5.56282113990145
huba1236	Huba	Africa	Afro-Asiatic	151	70.8404138795987	71.33	5.93262174679733
huic1243	Huichol	North America	Uto-Aztecan	179	63.7519774247492	63.58	6.13295100730823
hula1239	Hula	Papunesia	Austronesian	164	64.7302048494983	65.13	5.41501417380981
hula1244	Hulaulá	Eurasia	Afro-Asiatic	182	64.2341555183946	64.77	5.32446665563203
huli1244	Huli	Papunesia	Nuclear Trans New Guinea	131	64.376860367893	64.21	6.94699845885644
humb1243	Humburi Senni Songhay	Africa	Songhay	167	69.9893102006689	70.185	6.89789478555124
hung1274	Hungarian	Eurasia	Uralic	189	63.3719941471572	63.275	6.03553892785838
hung1275	Hung	Eurasia	Austroasiatic	142	66.1867600334448	65.52	9.95700013927011
hunz1247	Hunzib	Eurasia	Nakh-Daghestanian	170	62.2611538461538	62.19	6.78511223031678
hupd1244	Hup	South America	Naduhup	160	63.2732608695652	63.025	5.73610856907302
hurr1240	Hurrian	Eurasia	Hurro-Urartian	125	66.8427424749164	66.39	7.36871980325207
huuu1240	Hu	Eurasia	Austroasiatic	175	69.6443394648829	69.23	9.15198091828833
hyam1245	Hyam	Africa	Atlantic-Congo	93	67.3198996655518	66.67	8.29588448343974
iaai1238	Iaai	Papunesia	Austronesian	178	62.2211204013378	62.015	7.20732018435315
iama1237	Iamalele	Papunesia	Austronesian	107	69.2696070234114	69.78	7.2414169627237
iatm1242	Iatmul	Papunesia	Ndu	191	64.8174414715719	64.97	6.04327845184995
ibal1244	Ibaloi	Papunesia	Austronesian	169	66.1657023411371	66.67	7.24010229991856
iban1264	Iban	Papunesia	Austronesian	188	70.757504180602	70.4	7.88153252850557
iban1267	Ibanag	Papunesia	Austronesian	177	66.2210367892977	66.67	7.02655922314905
ibat1238	Ibatan	Papunesia	Austronesian	176	66.1036078595318	66.195	6.41306918433756
ibib1240	Ibibio	Africa	Atlantic-Congo	140	64.9796948160535	65.22	5.86723733764459
icel1247	Icelandic	Eurasia	Indo-European	184	64.0315175585284	64.205	5.69864761929907
idaa1241	Ida'an	Papunesia	Austronesian	93	59.7184782608696	59.21	9.36030796206272
idii1243	Idi-Taeme	Papunesia	Pahoturi	185	62.818118729097	62.775	5.42371936189126
idom1241	Idoma	Africa	Atlantic-Congo	144	68.4492976588629	68.66	7.36854970303411
idum1241	Idu	Eurasia	Sino-Tibetan	151	67.8626254180602	68.11	7.09973623936103
idun1242	Iduna	Papunesia	Austronesian	179	68.4864423076923	68.83	5.5585362488363
igna1246	Ignaciano	South America	Arawakan	91	56.0261036789298	55.56	7.54353169721389
ikkk1242	Ik	Africa	Kuliak	167	65.0194983277592	65.49	5.56438739747302
ilaa1246	Ila	Africa	Atlantic-Congo	124	66.2566471571906	65.77	7.15210361201788
ilia1236	Ilianen Manobo	Papunesia	Austronesian	18	51.3301257861635	50	14.8443949204621
iliu1237	Ili'uun	Papunesia	Austronesian	168	69.2057734113712	69.01	7.56760987814181
ilok1237	Iloko	Papunesia	Austronesian	94	59.4542474916388	59.09	8.38295983393498
ilon1239	Ilongot	Papunesia	Austronesian	145	65.3073829431438	65.365	7.4952340138452
imba1240	Imbabura Highland Quichua	South America	Quechuan	192	65.8471070234114	65.275	6.87115682112391
imon1245	Imonda	Papunesia	Border	91	59.4074205685619	59.3	6.03595229527154
indo1316	Indonesian	Papunesia	Austronesian	96	65.2493311036789	65.26	8.59495853538064
ines1240	Ineseño	North America	Chumashan	173	69.2114632107023	69.79	6.18377846072639
inga1252	Colombian Inga	South America	Quechuan	69	62.0563906315349	61.67	8.87504506562075
ingr1248	Ingrian	Eurasia	Uralic	195	67.4813795986622	67.5	6.18153494340312
ingu1240	Ingush	Eurasia	Nakh-Daghestanian	166	62.2046822742475	61.9	6.05703538103254
iqui1243	Iquito	South America	Zaparoan	116	67.3171404682274	67.83	5.43818576597587
iran1262	Iranun	Papunesia	Austronesian	138	69.6372909698997	69.83	8.59133238538729
iraq1241	Iraqw	Africa	Afro-Asiatic	116	62.4716596989967	62.83	5.8973922212171
irar1238	Irarutu	Papunesia	Austronesian	184	66.7163712374582	66.85	7.02164633346505
iray1237	Iraya	Papunesia	Austronesian	113	66.3041680602007	66.36	7.95745433172079
iris1253	Irish	Eurasia	Indo-European	189	60.3213127090301	60.48	5.70786906389433
iron1242	Iron Ossetian	Eurasia	Indo-European	172	64.5668311036789	64.465	6.11491644149589
isco1239	Isconahua	South America	Pano-Tacanan	192	65.160614548495	65	6.15956070162973
isin1239	Isinai	Papunesia	Austronesian	152	67.2511120401338	67.425	7.4193087594743
isir1237	Isirawa	Papunesia	Greater Kwerba	159	64.4158361204013	64.52	6.39433843345598
isla1278	Island Carib	North America	Arawakan	85	58.9137264742785	58.97	6.65048081745937
isna1241	Isnag	Papunesia	Austronesian	163	68.6696112040134	69.335	7.34652706720331
isth1240	Isthmus-Cosoleacaque Nahuatl	North America	Uto-Aztecan	151	67.483737458194	68.03	6.23721941055274
isth1241	Isthmus-Pajapan Nahuatl	North America	Uto-Aztecan	133	67.4532316053512	67.74	6.32721773630381
isth1242	Isthmus-Mecayapan Nahuatl	North America	Uto-Aztecan	123	67.225079497908	67.065	6.76489910598423
ital1282	Italian	Eurasia	Indo-European	193	61.0905643812709	60.84	5.51462860247233
iton1250	Itonama	South America		170	63.9714464882943	64.51	5.99261294861982
itza1241	Itzá	North America	Mayan	188	62.9467140468227	63.24	6.11569940759041
iumi1238	Iu Mien	Eurasia	Hmong-Mien	165	66.438143812709	66.08	8.64470848800273
ivat1242	Itbayat	Papunesia	Austronesian	176	65.8123369565217	66.175	6.06600688234177
iwai1244	Iwaidja	Australia	Iwaidjan Proper	66	71.9846234309623	73.21	8.97624073331496
iwal1237	Iwal	Papunesia	Austronesian	134	67.0335200668896	67.24	7.62925061154657
iwam1256	Iwam	Papunesia	Sepik	105	62.1372115384615	62.345	6.13165955448272
iyoo1238	Iyo	Papunesia	Nuclear Trans New Guinea	153	67.2379264214047	67.65	6.67893141523825
jahh1242	Jah Hut	Eurasia	Austroasiatic	146	67.3752801003345	67.53	7.68450767062078
jalk1242	Jalkunan	Africa	Mande	172	66.349368729097	66.45	6.95312353336653
jama1261	Madi	South America	Arawan	170	65.4069565217391	65.93	5.55721782433298
jama1262	Jamaican Creole English	North America	Indo-European	157	68.2686622073579	68.22	7.62455684292873
jamb1236	Jambi Malay	Papunesia	Austronesian	181	68.0003135451505	68	7.51172561344558
jams1239	Jamsay Dogon	Africa	Dogon	169	64.728139632107	64.93	5.55264479020503
japa1238	Japanese Sign Language	Eurasia	Sign Language	10	69.3999361430396	75	23.6457201710264
japh1234	Japhug	Eurasia	Sino-Tibetan	185	62.1596195652174	62.35	5.88402298929949
jaqa1244	Jaqaru	South America	Aymaran	150	64.8047575250836	64.66	6.74318437631539
jara1266	Jarai	Eurasia	Austronesian	156	67.9561496655518	67.7	8.70391379583316
jaru1254	Jaru	Australia	Pama-Nyungan	61	62.9543974895398	62.75	8.0748999784483
java1254	Javanese	Papunesia	Austronesian	84	64.2802550167224	63.86	9.77196185289255
jede1239	Jedek	Eurasia	Austroasiatic	112	66.7966596989966	67.07	7.23661880289755
jeha1242	Jehai	Eurasia	Austroasiatic	162	68.662495819398	68.66	7.52852949361583
jehh1245	Jeh	Eurasia	Austroasiatic	139	68.2114799331104	67.45	8.89280581233081
jenn1240	Jennu Kurumba	Eurasia	Dravidian	150	67.4494188963211	66.96	7.50456668141551
jeru1240	Jerung	Eurasia	Sino-Tibetan	145	67.3088712374582	67.385	7.63111429995296
jiba1237	Jiba	Africa	Atlantic-Congo	120	69.9172366220736	70.185	6.70542285189995
jina1244	Jina	Africa	Afro-Asiatic	161	65.2419523411371	65.415	5.53119885397925
jita1239	Jita	Africa	Atlantic-Congo	75	64.7685576923077	64.18	9.51344347016321
jjuu1238	Jju	Africa	Atlantic-Congo	85	65.9468046842325	65.82	8.1580524838725
juan1238	Juang	Eurasia	Austroasiatic	150	63.8746613712375	63.505	7.58375727832792
juho1239	South-Eastern Ju	Africa	Kxa	57	62.6882343096234	62.86	7.71643094096184
juku1254	Jukun Takum	Africa	Atlantic-Congo	187	67.5855685618729	67.3	8.43364522742971
jurm1239	Jur Modo	Africa	Central Sudanic	159	69.3476003344482	69.485	7.42830639201051
kaba1278	Kabardian	Eurasia	Abkhaz-Adyge	174	65.49625	65.47	6.57708856271006
kaba1281	Kaba	Africa	Central Sudanic	166	68.1882399665552	68.06	7.54773380615933
kaby1243	Kabyle	Africa	Afro-Asiatic	65	61.4823369565217	61.54	7.94323193139018
kach1280	Southern Jinghpaw	Eurasia	Sino-Tibetan	172	66.5794941471572	67.08	6.44957922197198
