Language_ID	Language_Name	Language_Macroarea	Language_Family_Name	Parameters_Coded	Mean_Similarity	Median_Similarity	Similarity_SD
sanb1242	San Blas Kuna	South America	Chibchan	165	66.6862792642141	66.88	5.70272594299133
sand1273	Sandawe	Africa		76	57.3264214046823	57.41	7.48002280627835
sand1278	San Dionisio del Mar Huave	North America	Huavean	184	63.7180058528428	63.87	5.11288366131438
sang1321	Sangtam Naga	Eurasia	Sino-Tibetan	140	68.8154055183947	68.66	7.21296054001677
sang1330	Sangu (Tanzania)	Africa	Atlantic-Congo	88	61.7678386287625	60.4	9.9214326029933
sang1331	Sanga (Democratic Republic of Congo)	Africa	Atlantic-Congo	162	64.9735326086956	63.69	7.89414592457503
sani1269	Sani	Eurasia	Sino-Tibetan	168	68.0483444816054	67.66	8.68325667020909
sanj1284	Western Tlacolula Valley Zapotec	North America	Otomanguean	152	67.7171446488294	68.06	6.15015756371596
sanm1289	San Martín Quechua	South America	Quechuan	171	67.1351254180602	66.67	6.51897299049833
sanm1295	San Miguel El Grande Mixtec	North America	Otomanguean	184	66.1929598662207	66.89	6.83901655855152
sanm1301	San Marcos Tlalcoyalco Popoloca	North America	Otomanguean	141	66.0739799331104	66.175	5.51888459047446
sant1410	Santali	Eurasia	Austroasiatic	155	66.5190091973244	66.67	5.38888253904021
sant1436	Santa María Zacatepec Mixtec	North America	Otomanguean	160	63.167529264214	63.06	5.4421856654483
sant1451	Santa María Quiegolani Zapotec	North America	Otomanguean	160	68.3613001672241	69.34	6.92716480503281
sanu1240	Sanumá	South America	Yanomamic	150	64.5961036789298	65.095	5.54877642535778
sapo1253	Saposa	Papunesia	Austronesian	145	65.4905602006689	65.25	7.12759247630601
sapu1248	Sapuan	Eurasia	Austroasiatic	152	69.7826881270903	69.26	9.31329279442864
sara1321	Sara Kaba Náà	Africa	Central Sudanic	155	68.6589088628763	68.75	7.76638225226001
sara1327	Sarangani Manobo	Papunesia	Austronesian	130	66.8297408026756	67.25	7.3447823000018
sara1331	Saraveca	South America	Arawakan	19	48.861942929081	47.37	11.9636202589146
sara1340	Saramaccan	South America	Indo-European	183	66.9257483277592	67.18	6.5423373071562
sars1236	Sarsi	North America	Athabaskan-Eyak-Tlingit	176	65.1866429765886	65.27	5.52466941289242
sasa1249	Sasak	Papunesia	Austronesian	150	65.9660326086957	66.03	7.24541541396307
sata1237	Satawalese	Papunesia	Austronesian	140	65.1898787625418	64.935	7.84494140661943
sauk1252	Ma Manda	Papunesia	Nuclear Trans New Guinea	181	66.0031563545151	66.47	6.2633483144166
saur1249	Sauria Paharia	Eurasia	Dravidian	179	65.5566806020067	64.75	6.99461560389479
savo1255	Savosavo	Papunesia		185	62.843724916388	63.24	5.48595929226003
saya1246	Saya	Africa	Afro-Asiatic	121	68.0644230769231	68.42	6.58261282751064
seda1262	Sedang	Eurasia	Austroasiatic	178	68.8408904682274	67.815	8.84062807786214
seim1238	Seimat	Papunesia	Austronesian	192	68.9949163879599	69.06	6.78904319938093
seke1241	Seke (Vanuatu)	Papunesia	Austronesian	175	65.0076839464883	65	6.87674360290673
sekp1241	Sekpele	Africa	Atlantic-Congo	94	62.3136721037223	62.26	6.83460080645918
sela1259	Selaru	Papunesia	Austronesian	186	68.2889548494983	68.6	6.63654955206194
sela1260	Selayar	Papunesia	Austronesian	135	64.1486120401338	64.565	6.61677127175513
sele1249	Selee	Africa	Atlantic-Congo	128	62.6234155518395	61.98	6.65201164829303
sele1250	Selepet	Papunesia	Nuclear Trans New Guinea	101	60.4835033444816	60.2	6.51546355571645
sema1265	Semaq Beri	Eurasia	Austroasiatic	181	67.7807357859532	67.65	8.12188792389768
sema1266	Semai	Eurasia	Austroasiatic	141	69.4440593645485	69.745	7.7812267587984
seme1247	Semelai	Eurasia	Austroasiatic	195	66.0033026755853	66.445	6.74973111005745
sene1264	Seneca	North America	Iroquoian	174	65.5030183946488	66.195	6.38649898649916
seng1281	Sengseng	Papunesia	Austronesian	100	67.2449247491639	67.47	7.35298005993463
seri1257	Seri	North America		181	63.1578846153846	63.39	5.5805601031519
serr1255	Serrano	North America	Uto-Aztecan	183	68.6775543478261	69.01	5.29065181723053
seve1240	Severn Ojibwa	North America	Algic	176	66.4523996655518	66.67	5.67214351511049
sgaw1245	S'gaw Karen	Eurasia	Sino-Tibetan	161	71.0320359531773	71.72	6.18310788198481
shab1252	Shabo	Africa		189	61.0497617056856	60.92	6.48856720520668
sham1280	Shambala	Africa	Atlantic-Congo	118	65.681224916388	64.41	8.67677054541982
shan1283	Shanenawa	South America	Pano-Tacanan	171	66.4001881270903	66.06	6.85507904750408
shas1239	Shasta	North America	Shastan	144	69.02872909699	69.515	6.14333441476885
shaw1249	Shawnee	North America	Algic	168	62.4664130434783	62.37	6.15336119904963
shee1238	She	Eurasia	Hmong-Mien	162	70.151852006689	69.76	8.98303943721596
shek1245	Sheko	Africa	Dizoid	90	57.1000418060201	56.82	7.77477152521332
sher1257	Sherdukpen	Eurasia	Sino-Tibetan	77	69.3662959866221	69.86	9.13220835027086
sher1258	Sherbro	Africa	Atlantic-Congo	118	67.3876839464883	67.76	6.39622943380814
shil1265	Shilluk	Africa	Nilotic	182	67.5270317725753	67.965	5.62793200226871
ship1254	Shipibo-Conibo	South America	Pano-Tacanan	162	65.7874498327759	65.31	7.14448470263881
shix1238	Shixing	Eurasia	Sino-Tibetan	182	66.000602006689	66.255	5.73800380220251
shol1240	Sholaga	Eurasia	Dravidian	172	67.3791931438127	67.07	7.9886171094842
shon1251	Shona	Africa	Atlantic-Congo	182	64.9566973244147	63.89	7.36741201017505
shor1247	Shor	Eurasia	Turkic	175	67.8699414715719	67.39	7.24113841076228
shos1248	Shoshoni	North America	Uto-Aztecan	192	63.098720735786	63.12	6.14401086802455
shua1257	Shuar	South America	Chicham	147	67.7427006688963	67.705	6.41693486771356
shwe1236	Shwe Palaung	Eurasia	Austroasiatic	167	67.3757316053512	66.92	8.32846233013511
siam1242	Siamou	Africa		134	68.9316722408027	69.7	8.19634640047743
siar1238	Siar-Lak	Papunesia	Austronesian	87	63.3908319397993	62.65	9.49997839361033
siaw1243	Siawi	Papunesia	Amto-Musan	123	65.6908026755853	64.875	8.81009981469105
sich1238	Sichuan Yi	Eurasia	Sino-Tibetan	189	65.4453428093645	65.37	6.61527174110451
sici1248	Sicilian	Eurasia	Indo-European	179	62.5402132107023	62.665	5.90093833110287
sici1249	Sìcìté Sénoufo	Africa	Atlantic-Congo	143	65.8884155518395	66.08	6.66886420373478
sida1246	Sidamo	Africa	Afro-Asiatic	104	61.4460200668896	61.11	6.95333420081122
siee1239	Sie	Papunesia	Austronesian	166	63.7415426421405	63.64	5.5393229843462
sier1248	Sierra Negra Nahuatl	North America	Uto-Aztecan	145	62.5278511705686	62.18	6.66024647011407
sier1250	Sierra de Juárez Zapotec	North America	Otomanguean	162	63.790029264214	63.83	6.2699061865071
sika1261	Sikaiana	Papunesia	Austronesian	173	68.0622951505017	67.27	8.07946176065949
siks1238	Siksika	North America	Algic	162	65.6059030100334	65.49	6.28062755595756
siku1242	Sikule	Papunesia	Austronesian	140	69.2193060200669	69.455	7.20601204824684
sile1255	Sirva	Papunesia	Nuclear Trans New Guinea	157	65.7003219063545	65.965	6.67810944316535
simb1256	Simbo	Papunesia	Austronesian	95	63.8796195652174	63.75	9.1210645192755
sina1266	Sinaugoro	Papunesia	Austronesian	192	65.6755811036789	66.04	5.58216660627274
sing1264	Northern Jinghpaw	Eurasia	Sino-Tibetan	192	66.0933486622074	66.3	6.50001464069437
sini1242	Sininkere	Africa	Mande	125	66.6666680602007	66.96	6.88934079738531
sion1247	Siona-Tetete	South America	Tucanoan	62	56.9553971571906	56.385	9.45295655937251
sioo1240	Sio	Papunesia	Austronesian	175	69.0152466555184	68.57	7.20719983824186
sira1267	Sirayaic	Papunesia	Austronesian	177	68.9507650501672	69.635	6.78055654745604
siri1273	Sirionó	South America	Tupian	169	69.1900919732442	69.54	5.57330636735447
siri1274	Siriano	South America	Tucanoan	122	62.6409113712375	62.81	7.88649893813051
siro1249	Siroi	Papunesia	Nuclear Trans New Guinea	98	60.1940050167224	60.25	7.88315455479682
sisi1250	Sisiqa	Papunesia	Austronesian	71	63.7352591973244	63.46	8.7016351703535
situ1238	Situ	Eurasia	Sino-Tibetan	185	64.5573494983278	64.94	5.63479130244332
sius1254	Siuslaw	North America		165	66.733139632107	67.305	6.34227499899249
siwa1245	Siwai	Papunesia	South Bougainville	93	59.0225794314381	58.82	6.61311669451469
siwi1239	Siwi	Africa	Afro-Asiatic	168	64.7216387959866	64.6	5.80873324591298
siwu1238	Siwu	Africa	Atlantic-Congo	87	61.5378678929766	60.92	7.32983279611551
siyi1240	Sizang Chin	Eurasia	Sino-Tibetan	134	69.6457734113712	69.895	6.52031389225469
skol1241	Skolt Saami	Eurasia	Uralic	192	68.5619272575251	68.67	6.51707403996495
slov1268	Slovenian	Eurasia	Indo-European	192	59.3528720735786	59.38	6.07537483009588
sobe1238	Sobei	Papunesia	Austronesian	130	65.6185785953177	65.7	6.98181401660432
soch1239	Sochiapam Chinantec	North America	Otomanguean	187	65.2559949832776	65.59	5.9831107279081
soga1242	Soga	Africa	Atlantic-Congo	181	67.0169648829431	66.27	7.41291164953546
soli1239	Soli	Africa	Atlantic-Congo	101	64.7110827759197	63.64	8.73448479010419
soma1255	Somali	Africa	Afro-Asiatic	97	58.7871279264214	58.79	7.20434386044832
soni1259	Soninke	Africa	Mande	127	66.6448244147157	66.94	6.88073315877612
sons1242	Sonsorol	Papunesia	Austronesian	181	68.6128553511706	68.42	6.73008113269649
sooo1254	Sô	Eurasia	Austroasiatic	176	71.096877090301	70.59	8.36045502764573
sooo1256	Soo	Africa	Kuliak	82	65.4481814381271	65.75	7.5774605510046
sora1254	Sora	Eurasia	Austroasiatic	145	66.6098327759197	66.92	6.46048417416062
sout1528	Serbian-Croatian-Bosnian	Eurasia	Indo-European	187	61.9058152173913	61.88	6.15532562475533
sout1549	Southeastern Kolami	Eurasia	Dravidian	76	60.5316060225847	59.46	9.77993222060848
sout2649	Southern Pashto	Eurasia	Indo-European	176	59.8728887959866	59.76	5.58810694658898
sout2674	South Saami	Eurasia	Uralic	195	65.8721404682274	66.44	6.16761837776159
sout2715	Southern Ghale	Eurasia	Sino-Tibetan	115	70.0461245819398	70	7.98175665000751
sout2728	Southern Qiang	Eurasia	Sino-Tibetan	192	66.6824080267559	66.87	6.02265051016696
sout2729	Southern Pumi	Eurasia	Sino-Tibetan	186	67.4364924749164	67.92	6.80064835248547
sout2730	Southern Bai	Eurasia	Sino-Tibetan	161	67.7089255852843	67.51	8.58171561920737
sout2741	Southern Dong	Eurasia	Tai-Kadai	96	63.1550752508361	61.9	10.6162936408001
sout2782	South Fali	Africa	Atlantic-Congo	177	71.2418185618729	71.705	6.53807715953731
sout2797	Southern Toussian	Africa	Atlantic-Congo	92	57.2055225752508	57.14	6.30874344134987
sout2807	Southern Sotho	Africa	Atlantic-Congo	184	66.5490384615385	65.77	6.90000597010457
sout2826	Southern Grebo	Africa	Kru	85	66.0878637123746	66.2	6.82485679998222
sout2856	South Efate	Papunesia	Austronesian	188	63.4151421404682	63.79	5.03845008264737
sout2857	Nahavaq	Papunesia	Austronesian	180	65.7766680602007	65.615	6.91006815334803
sout2859	Southeast Ambrym	Papunesia	Austronesian	124	66.8277550167224	66.96	6.58183675034032
sout2869	Southwest Tanna	Papunesia	Austronesian	166	67.7977382943144	68.325	5.81063802767426
sout2895	South Nuaulu	Papunesia	Austronesian	158	68.2758152173913	67.54	7.91766112427981
sout2896	Eastern Atadei	Papunesia	Austronesian	116	67.6753887959866	67.89	7.12866639584117
sout2912	Coastal-Virac Bikol	Papunesia	Austronesian	128	64.5597240802676	64.785	7.20541840409283
sout2918	Southern Sama	Papunesia	Austronesian	159	66.6678469899665	66.67	7.79672432295318
sout2949	Southern Kiwai	Papunesia	Kiwaian	89	63.4359698996656	63.95	6.66589749064956
sout2954	Southern Amami-Oshima	Eurasia	Japonic	162	67.0118311036789	66.67	7.60499381321954
sout2956	Southern Haida	North America	Haida	191	63.55627090301	63.64	5.88146713689124
sout2959	South Slavey	North America	Athabaskan-Eyak-Tlingit	194	61.8078428093646	61.96	5.01767821144229
sout2976	Southeastern Tepehuan	North America	Uto-Aztecan	167	65.5423327759197	65.64	6.14379955864248
sout2985	Southern Sierra Miwok	North America	Miwok-Costanoan	166	66.664347826087	66.67	5.7078873860473
sout2989	Southern Lengua	South America	Lengua-Mascoy	193	62.1144272575251	61.9	5.82688652119497
sout2994	Southern Nambikuára	South America	Nambiquaran	186	66.9157775919732	67.42	5.9186477083713
sout2996	Southern Aymara	South America	Aymaran	186	65.9109155518395	65.64	6.23007391891198
sout3236	Southern Gumuz	Africa	Gumuz	161	64.6019356187291	64.82	5.40472362364306
sril1245	Sri Lanka Malay	Eurasia	Austronesian	185	67.4086162207358	67.88	6.39658536704387
stan1289	Catalan	Eurasia	Indo-European	193	59.9946070234114	60	5.9113025677167
stan1290	French	Eurasia	Indo-European	195	61.172491638796	61.08	6.01839998098932
stan1293	English	Eurasia	Indo-European	195	64.3460785953177	64.63	5.51825637460053
stan1306	Standard Malay	Eurasia	Austronesian	190	69.586241638796	69.66	7.90529536041484
stan1318	Standard Arabic	Eurasia	Afro-Asiatic	167	59.7011454849498	59.85	6.02145943775316
suab1238	Suabo	Papunesia	Inanwatan	101	62.8716178929766	63.1	6.02057471362769
suba1238	Suba	Africa	Atlantic-Congo	111	64.5047742474916	63.3	8.887393326113
suda1237	South Sudanese Creole Arabic	Africa	Afro-Asiatic	151	70.4005852842809	70.995	6.76962741091121
sude1239	Sudest	Papunesia	Austronesian	159	68.2702215719064	68.38	6.5973607000713
suen1241	Suena	Papunesia	Nuclear Trans New Guinea	94	63.4827801003344	63.64	7.95282806828505
suku1259	Suku	Africa	Atlantic-Congo	134	65.7413795986622	65.09	6.89627178651339
suku1261	Sukuma	Africa	Atlantic-Congo	128	61.590602006689	60.68	8.76071855976679
suku1272	Sukur	Africa	Afro-Asiatic	102	58.8866429765886	59	7.4572488051554
sulk1246	Sulka	Papunesia		92	59.8742851170569	60.23	8.26102098175773
sume1241	Sumerian	Eurasia		167	63.1683653846154	63.64	5.41402776662061
sumi1235	Sumi Naga	Eurasia	Sino-Tibetan	185	67.26252090301	67.5	6.51335357400391
sund1252	Sundanese	Papunesia	Austronesian	170	65.6622491638796	65.505	7.10866611094016
sunw1242	Sunwar	Eurasia	Sino-Tibetan	174	66.5360326086956	66.47	7.11041022761407
supy1237	Supyire Senoufo	Africa	Atlantic-Congo	195	61.7419147157191	61.7	5.6641301687948
surg1248	Surgut Khanty	Eurasia	Uralic	186	68.3266011705686	68.79	6.88435541076992
surs1246	Sursurunga	Papunesia	Austronesian	159	67.4251170568562	66.98	8.53287180747611
suru1261	Suruí Do Pará	South America	Tupian	68	69.2047551276685	69.84	7.6321777206461
suru1262	Suruí	South America	Tupian	18	55.2552261306533	53.33	15.4776276772664
susu1250	Susu	Africa	Mande	96	65.7690008361204	65.93	6.7623671458526
swah1253	Swahili	Africa	Atlantic-Congo	178	65.7994523411371	64.835	7.72633442020217
swed1254	Swedish	Eurasia	Indo-European	182	62.1041095317726	62.04	5.87867180090407
taba1263	Tabaru	Papunesia	North Halmahera	176	67.1277591973244	67.475	5.98517627157275
tabo1241	Tabo	Papunesia		165	65.2013586956522	65.13	5.98227363637016
tafi1243	Tafi	Africa	Atlantic-Congo	93	59.0045025083612	57.95	7.7221329372647
taga1270	Tagalog	Papunesia	Austronesian	101	60.8282525083612	60.61	8.02603174482898
taga1272	Tagabawa	Papunesia	Austronesian	161	68.3307734113712	68.59	7.43742078727824
tagb1258	Tagbanwa	Papunesia	Austronesian	42	53.3445355648536	52.5	10.5830313772988
tagi1241	Tagin	Eurasia	Sino-Tibetan	96	65.4040050167224	64.71	9.23200356188188
tago1246	Tagoi	Africa	Rashad	107	62.5777257525084	62.26	7.46581205604923
tagw1240	Tagwana Senoufo	Africa	Atlantic-Congo	115	67.9261789297659	68.27	7.18427740078293
taha1241	Tahaggart Tamahaq	Africa	Afro-Asiatic	176	59.6956981605351	59.77	5.75281969428858
tahi1242	Tahitian	Papunesia	Austronesian	188	62.7324205685619	62.345	7.54175695618466
taia1239	Taiap	Papunesia		151	62.2749372909699	62.5	5.59608732847801
tain1253	Tainae	Papunesia	Angan	90	58.7885618729097	58.23	7.99791891200324
tain1254	Taino	North America	Arawakan	4	46.1956385235469	50	33.8680128007434
taji1246	Tajio	Papunesia	Austronesian	184	67.8483612040134	68.24	7.06990821473313
take1257	Takelma	North America		173	69.0578386287625	69.58	5.27532960453813
taki1248	Takia	Papunesia	Austronesian	93	61.6463252508361	61.44	7.82078613003462
taku1257	Takuu	Papunesia	Austronesian	168	67.6014046822743	66.67	8.20547071642273
tali1259	Talise	Papunesia	Austronesian	142	68.6518060200669	67.74	8.62604424480047
tama1331	Tama (Chad)	Africa	Tamaic	139	67.6275543478261	67.67	7.23503873123464
tama1365	Tamasheq	Africa	Afro-Asiatic	186	59.9386245819398	60	5.75354705479877
tamb1254	Tambunan Dusun	Papunesia	Austronesian	145	69.7668269230769	69.73	8.44147840119269
tami1289	Tamil	Eurasia	Dravidian	195	65.3455643812709	64.84	7.10431374536563
tami1290	Tami	Papunesia	Austronesian	120	68.2480811036789	68.52	6.76282463378258
tane1237	Tanema	Papunesia	Austronesian	154	68.9054013377926	68.215	9.2140849670204
tang1334	Tangut	Eurasia	Sino-Tibetan	151	69.3991220735786	69.86	7.76930331557144
tang1336	East-Central Tangkhul Naga	Eurasia	Sino-Tibetan	170	69.3640886287625	69.94	6.21872071514739
tang1347	Movono	Papunesia	Austronesian	159	69.3397491638796	68.695	8.13058770830457
tang1348	Tangga	Papunesia	Austronesian	140	65.7683263598326	65.15	8.32482120012179
tang1373	Tangwang	Eurasia	Sino-Tibetan	150	66.448114548495	67.11	7.67729580305467
tang1377	Tangam	Eurasia	Sino-Tibetan	179	65.8832608695652	66.245	6.71897385058603
tani1257	Tanimuca-Retuarã	South America	Tucanoan	69	54.1732650501672	53.7	8.76157149181904
tanz1241	Tanzanian Ngoni	Africa	Atlantic-Congo	188	66.4067642140468	65.76	7.00574165417619
tara1313	Tarao	Eurasia	Sino-Tibetan	166	68.9927090301003	69.34	6.04596589256186
tari1256	Tariana	South America	Arawakan	161	52.0026923076923	51.895	6.11824182290722
tari1263	Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber	Africa	Afro-Asiatic	151	61.104987458194	61.43	5.95302524582462
taro1264	Seediq	Papunesia	Austronesian	75	62.9325794314381	62.96	7.2175925512201
tata1255	Tatar	Eurasia	Turkic	176	66.9385911371238	66.245	7.61292432597546
tata1257	Tatana	Papunesia	Austronesian	155	64.4055016722408	64.62	6.25201019276491
tata1258	Tataltepec Chatino	North America	Otomanguean	126	65.8585618729097	66.37	7.07972054060163
taul1251	Taulil	Papunesia	Taulil-Butam	187	58.6591387959866	58.94	5.3162722049593
taus1251	Tausug	Papunesia	Austronesian	179	65.7697951505017	65.88	5.95765374479577
taus1253	Taushiro	South America		150	67.206881270903	67.86	6.12232966344143
tauy1241	Tauya	Papunesia	Nuclear Trans New Guinea	94	59.6100501672241	59.57	7.0051943502943
tawa1275	Tawala	Papunesia	Austronesian	96	61.8122658862876	61.7	6.22836231125468
tawa1286	Tawallammat Tamajaq	Africa	Afro-Asiatic	127	60.5885953177258	60.71	6.10790416591374
taya1257	Tayart Tamajeq	Africa	Afro-Asiatic	161	61.8323160535117	62.04	6.09346979479962
tbol1240	Tboli	Papunesia	Austronesian	174	67.2963461538462	67.65	7.22852457204507
tean1237	Teanu	Papunesia	Austronesian	147	68.4828469899666	68.03	9.03443971748012
teda1241	Tedaga	Africa	Saharan	160	67.3178428093645	67.39	6.15607015020352
tedi1235	Tedim Chin	Eurasia	Sino-Tibetan	170	67.2888503344482	67.27	5.83156460746023
tega1236	Tegali	Africa	Rashad	82	68.8369899665552	69.51	8.09298794256241
tehu1242	Tehuelche	South America	Chonan	182	64.597495819398	65.345	5.48972085719329
teiw1235	Teiwa	Papunesia	Timor-Alor-Pantar	32	59.3321961441744	59.38	10.1824871709347
teke1275	Latege	Africa	Atlantic-Congo	180	66.4954431438127	66.055	6.80252961566552
tekt1235	Tektiteko	North America	Mayan	170	66.9786496655518	67.11	6.08713030144269
tele1256	Telefol	Papunesia	Nuclear Trans New Guinea	99	55.0044439799331	54.12	8.18671308944595
telu1262	Telugu	Eurasia	Dravidian	127	62.6228135451505	61.74	8.12491953349058
tema1239	Temascaltepec Nahuatl	North America	Uto-Aztecan	75	70.9025628140704	71.43	7.61432059596075
temb1272	Motembo-Kunda	Africa	Atlantic-Congo	105	63.3865886287625	62.13	8.8028139336608
temi1246	Temiar	Eurasia	Austroasiatic	167	68.2775334448161	68.89	6.04837240248
temo1245	Temoaya Otomi	North America	Otomanguean	146	63.9483277591973	63.91	6.39708517607127
temp1235	Tempasuk Dusun	Papunesia	Austronesian	127	67.5615635451505	67.94	8.4553417580879
tene1248	Tengou-Togo Dogon	Africa	Dogon	163	66.9256939799331	66.95	6.72527569591848
teng1272	Tengger	Papunesia	Austronesian	121	64.8670066889632	65	7.22845642838446
tenn1246	Tennet	Africa	Surmic	158	65.7751714046823	66.225	5.84317187148819
teop1238	Teop	Papunesia	Austronesian	149	64.0678762541806	63.3	7.52913919505793
tepe1278	Tepecano	North America	Uto-Aztecan	121	67.4977048494983	67.6	7.16550374756347
tera1251	Tera	Africa	Afro-Asiatic	152	68.7185660535117	68.75	7.29259755372095
tere1278	Terei	Papunesia	South Bougainville	60	56.5727466555184	56.25	8.13364350153021
teri1250	Teribe	North America	Chibchan	165	66.5558821070234	67.31	6.66431864565098
term1237	Termanu	Papunesia	Austronesian	172	67.6035702341137	67.5	6.39575784458796
tern1247	Ternate	Papunesia	North Halmahera	190	68.0104933110368	68	7.45589446002524
tete1251	Tetelcingo Nahuatl	North America	Uto-Aztecan	173	65.6604682274247	65.665	5.92108034934348
tetu1245	Tetum	Papunesia	Austronesian	87	65.1389214046823	65.12	8.29460612976024
tetu1246	Tetun Dili	Papunesia	Austronesian	183	67.6619857859532	67.05	8.5956020109339
teun1241	Te'un	Papunesia	Austronesian	53	61.470004180602	61.7	10.0067578817537
tezo1238	Tezoatlán Mixtec	North America	Otomanguean	162	63.1236747491639	63.32	6.22404172871623
thad1238	Thado Chin	Eurasia	Sino-Tibetan	184	64.8166555183947	65.055	5.92178580074514
thai1261	Thai	Eurasia	Tai-Kadai	101	63.9966596989967	63.16	10.379776266235
thak1245	Thakali	Eurasia	Sino-Tibetan	193	67.1715719063545	67.595	6.77097312624878
than1259	Thangmi	Eurasia	Sino-Tibetan	177	65.9043143812709	65.75	7.02816268404023
thao1240	Thao	Papunesia	Austronesian	170	67.356245819398	67.74	7.09666602784526
thar1283	Tharaka	Africa	Atlantic-Congo	101	65.9817349498328	65.03	8.49514723826089
thay1249	Thayore	Australia	Pama-Nyungan	99	61.4011413043478	61.62	6.37560318151652
thul1246	Thulung	Eurasia	Sino-Tibetan	175	65.1238754180602	65	6.71580386005824
thur1254	Thurawal	Australia	Pama-Nyungan	86	66.5870777591973	66.67	8.74605107458336
tibe1272	Tibetan	Eurasia	Sino-Tibetan	194	63.9933612040134	64.09	5.94207752472808
tibe1274	Tibea	Africa	Atlantic-Congo	95	70.007495819398	70.93	7.76368284713394
ticu1245	Ticuna	South America	Ticuna-Yuri	154	64.1625627090301	64.29	4.91108780556386
tido1248	Tidore	Papunesia	North Halmahera	96	64.5499581939799	64.21	9.48607002214309
tief1242	Tiefo-Daramandugu	Africa	Atlantic-Congo	177	67.9733612040134	68.18	6.44435483449844
tief1244	Tiefo-Nyafogo-Numudara	Africa	Atlantic-Congo	186	63.4490426421405	63.58	5.92474274748368
tien1242	Tiene	Africa	Atlantic-Congo	126	66.6837792642141	65.71	7.70879746514437
tiga1245	Tigak	Papunesia	Austronesian	171	68.1966513377926	67.31	8.46456509607372
tigo1236	Tigon Mbembe	Africa	Atlantic-Congo	173	66.8479974916388	66.945	6.86629882237781
tika1246	Tikar	Africa	Atlantic-Congo	192	63.9783110367893	63.86	5.58728714641166
tiko1237	Tikopia	Papunesia	Austronesian	159	63.6470861204013	62.91	7.21669705838921
tilu1238	Tilung	Eurasia	Sino-Tibetan	101	67.0594857859532	67.05	7.75086211978804
tima1241	Tima	Africa	Katla-Tima	61	54.134399832706	53.7	10.6181493733392
timn1235	Timne	Africa	Atlantic-Congo	166	62.5377717391304	62.09	6.87619667007069
timu1262	Timugon Murut	Papunesia	Austronesian	153	67.6565384615385	68.285	6.67235502630177
tina1248	Tinà Sambal	Papunesia	Austronesian	141	66.0128177257525	66.41	6.61779538916486
tira1254	Tira	Africa	Heibanic	77	55.9494857859532	55	9.3611584721788
tiri1258	Tiri-Mea	Papunesia	Austronesian	188	64.4799456521739	64.45	7.04780824982347
tiru1241	Tiruray	Papunesia	Austronesian	145	67.770643812709	68.09	7.55009969185676
tita1241	Titan	Papunesia	Austronesian	173	64.3869690635452	63.88	8.0568364097961
tivv1240	Tiv	Africa	Atlantic-Congo	110	64.55247909699	64.36	7.63066820671919
tiwi1244	Tiwi	Australia		102	57.9785785953177	58.11	6.98476433516144
toab1237	To'abaita	Papunesia	Austronesian	193	65.2129222408027	64.64	7.22731465135229
toar1246	Toaripi	Papunesia	Eleman	186	67.7709615384615	68.6	6.97048411241148
toba1268	Toba-Maskoy	South America	Lengua-Mascoy	190	62.2903093645485	62.155	5.70359006928151
tobe1252	Tobelo	Papunesia	North Halmahera	173	66.5916053511706	66.67	6.1858329876694
toda1252	Toda	Eurasia	Dravidian	139	67.671864548495	67.66	7.97320720660106
toho1245	Tohono O'odham	North America	Uto-Aztecan	184	62.2148996655518	62.67	5.51401886150068
tojo1241	Tojolabal	North America	Mayan	195	66.6995317725753	66.88	6.09747634392938
toke1240	Tokelau	Papunesia	Austronesian	178	62.6696237458194	62.905	5.86503102298831
tokp1240	Tok Pisin	Papunesia	Indo-European	184	68.9644565217391	68.49	8.37262915107892
toll1241	Tol	North America	Jicaquean	141	66.5787165551839	66.67	6.41509242128758
tolo1255	Tolomako	Papunesia	Austronesian	120	66.9424623745819	66.39	8.48496891750329
toma1245	Toma	Africa	Mande	135	61.9086036789298	61.9	6.0480048639267
tomb1244	Tombonuo	Papunesia	Austronesian	136	71.3121371810958	71.2	8.50069506336117
tomm1242	Tommo So Dogon	Africa	Dogon	167	68.1235869565217	68.3	6.36233056341833
tond1249	Tondi Songway Kiini	Africa	Songhay	172	68.1536454849498	68.26	7.04065440083814
tong1308	Maniq	Eurasia	Austroasiatic	163	68.7956730769231	68.99	7.16563938197769
tong1318	Tonga (Zambia)	Africa	Atlantic-Congo	160	63.7308319397993	62.915	7.29509042505149
tong1325	Tonga (Tonga Islands)	Papunesia	Austronesian	172	64.6436413043478	64.18	7.39271488484204
tong1329	Tongva	North America	Uto-Aztecan	162	68.0331939799331	68.42	6.59250172255858
tonk1249	Tonkawa	North America		156	65.2414882943144	65.075	6.71645916496383
toor1238	Tooro	Africa	Atlantic-Congo	184	67.8747826086957	67.11	6.80103501259611
tora1259	Torau	Papunesia	Austronesian	119	64.7591471571906	64.91	6.10731159329671
torr1261	Torres Strait-Lockhart River Creole	Australia	Indo-European	190	66.0146404682274	66.08	7.39807134855394
tosk1239	Northern Tosk Albanian	Eurasia	Indo-European	180	60.0322408026756	59.85	6.09396778858585
tote1238	Totela	Africa	Atlantic-Congo	161	65.5430602006689	64.47	7.81227056039382
toto1302	Toto	Eurasia	Sino-Tibetan	155	68.020631270903	68.07	7.42130145776118
touo1238	Touo	Papunesia		109	60.474372909699	60.71	6.34091987421863
